CODE_CITY,CITY,UF,LATITUDE,LONGITUDE,HEIGHT,NM_UF
2904407,Brejolândia,BA,-12.486693342119,-43.9656645942921,537.202051,BAHIA
2102200,Buriti,MA,-3.9455715,-42.9251061777803,54.824899,MARANHÃO
2102309,Buriti Bravo,MA,-5.83528813214674,-43.8356215415106,219.204782,MARANHÃO
1703800,Buriti Do Tocantins,TO,-5.31353885638917,-48.223250128075,155.460741,TOCANTINS
2102358,Buritirana,MA,-5.58891514171156,-47.0172250932177,230.460594,MARANHÃO
1703826,Cachoeirinha,TO,-6.11324164650466,-47.914197778559,200.41262,TOCANTINS
2102556,Campestre Do Maranhão,MA,-6.16471664583519,-47.3676328633342,165.593462,MARANHÃO
1703842,Campos Lindos,TO,-7.97168139413731,-46.8019743467067,297.387732,TOCANTINS
2906105,Canápolis,BA,-13.0759114976724,-44.2050289853753,703.496285,BAHIA
2102705,Cantanhede,MA,-3.62836431187274,-44.381816135839,23.075743,MARANHÃO
2102754,Capinzal Do Norte,MA,-4.7212453887722,-44.3304362519955,127.033842,MARANHÃO
2907103,Carinhanha,BA,-14.3020069035503,-43.7617772009392,446.452146,BAHIA
1703867,Cariri Do Tocantins,TO,-11.8889974638744,-49.1710407289889,291.100357,TOCANTINS
1703883,Carmolândia,TO,-7.03147877786106,-48.3959599306274,300.44747,TOCANTINS
2102804,Carolina,MA,-7.33078300523913,-47.4700918028279,179.763253,MARANHÃO
1703891,Carrasco Bonito,TO,-5.32266135485805,-48.0306334265692,116.001105,TOCANTINS
1703909,Caseara,TO,-9.26740621890348,-49.9486922677787,175.792959,TOCANTINS
2907400,Catolândia,BA,-12.3160059384947,-44.8597702833594,606.176021,BAHIA
2103000,Caxias,MA,-4.86167499015957,-43.3585394285192,77.461758,MARANHÃO
1704105,Centenário,TO,-8.9584636390938,-47.3383985145873,311.053772,TOCANTINS
1705102,Chapada Da Natividade,TO,-11.6242678313621,-47.7539048918565,354.776647,TOCANTINS
1704600,Chapada De Areia,TO,-10.1419885833334,-49.1831078580314,273.822331,TOCANTINS
2103208,Chapadinha,MA,-3.74002452,-43.361120781752,105.704466,MARANHÃO
2103257,Cidelândia,MA,-5.17742104721159,-47.7842327756716,177.811617,MARANHÃO
2908101,Cocos,BA,-14.1710775452171,-44.5456688581222,629.153853,BAHIA
2103307,Codó,MA,-4.45133750014621,-43.8860802350324,44.265667,MARANHÃO
2103406,Coelho Neto,MA,-4.25473750013981,-43.0140136155495,55.575961,MARANHÃO
2103505,Colinas,MA,-6.02736552019732,-44.2497802305352,146.291374,MARANHÃO
1705508,Colinas Do Tocantins,TO,-8.05462467549995,-48.4815945437489,233.502707,TOCANTINS
1716703,Colméia,TO,-8.72937180681859,-48.7570665856948,386.434647,TOCANTINS
2202752,Colônia Do Gurguéia,PI,-8.18757421634094,-43.7960171560657,227.336931,PIAUÍ
1705557,Combinado,TO,-12.8186076720311,-46.5520723402661,428.169059,TOCANTINS
1705607,Conceição Do Tocantins,TO,-12.2172777669654,-47.292868810807,408.838513,TOCANTINS
2909109,Coribe,BA,-13.8278416058215,-44.4530364349169,673.810455,BAHIA
2103604,Coroatá,MA,-4.128976,-44.1255992014644,36.771897,MARANHÃO
2202901,Corrente,PI,-10.4409360381237,-45.1633125235767,443.629042,PIAUÍ
2909307,Correntina,BA,-13.3417718212105,-44.641086701211,574.456246,BAHIA
2909406,Cotegipe,BA,-12.0285973836155,-44.2524761376623,475.681986,BAHIA
1706001,Couto Magalhães,TO,-8.35511836963524,-49.176571570853,194.727349,TOCANTINS
1706100,Cristalândia,TO,-10.5907246371177,-49.1863002912612,274.339322,TOCANTINS
2203008,Cristalândia Do Piauí,PI,-10.6478037517985,-45.1860307001326,486.488619,PIAUÍ
2203107,Cristino Castro,PI,-8.82018628851015,-44.2244147473452,236.859155,PIAUÍ
2909703,Cristópolis,BA,-12.2314508089662,-44.4118418963,684.067916,BAHIA
1706258,Crixás Do Tocantins,TO,-11.1042742936043,-48.9155138256477,239.512231,TOCANTINS
2203206,Curimatá,PI,-10.0312924303294,-44.3007222328749,337.471062,PIAUÍ
2203230,Currais,PI,-9.01243383893679,-44.4030021530455,349.748379,PIAUÍ
1706506,Darcinópolis,TO,-6.71235100148176,-47.7521611102799,287.169246,TOCANTINS
